Description,TotalSalesDollars,ProfitMargin
DeKuyper Mixed Berry Medley,252.77000000000004,96.85089211536179
DeKuyper O3 Orange Liqueur,199.89999999999998,23.061530765382678
DeKuyper Peach Pucker,90.92999999999999,56.36203673155173
DeKuyper Pomegranate,729.2700000000004,60.56330302905647
DeKuyper Strawberry Pucker,527.5200000000002,64.2857142857143
DeLille Cellars Doyenne AIX,935.76,68.39039924767035
Debauchery Chard,156.32999999999998,51.50642870850124
Debauchery Pnt Nr,11.58,65.97582037996547
Del Maguey Vida Mezcal,216.93,24.76835845664501
Delicious White P Vella B/B,509.66,11.56457246007142
Desert Wind Ruah Red,644.6900000000002,28.3562642510354
Dingle Original PotStill Gin,179.94,20.64021340446815
Diseno Torrontes Salta,685.0200000000003,82.76838632448688
Dom Bousquet Malbec Gr Rsv,311.88,31.050404001539057
Dom Chandon 00 Carnrs Pnt Nr,551.76,31.970421922575028
Dom Chandon Etoile,909.6600000000001,33.70600004397248
Dom Chandon Riche Extra Dry,227.88,31.49025803054239
Dom Fleurot-Larose Chass-Mon,223.96,33.77388819432042
Dom LaFage Mira Cd Rousillon,179.88,34.62308205470313
Dom Leflaive Merslt 07 d'Ane,236.97,32.89023927079377
Dom Piquemal Cotes du Roussi,359.76,65.51034022681789
Dom Serene Roadblock Syrah,359.80000000000007,79.58866036687049
Dom Sourdais Chinon,742.5100000000002,51.514457717741195
Dom Zind Humbrecht Pnt Bl 12,967.5600000000002,9.711025672826505
Dom de La Foret 15 Rose,374.75,4.032021347565047
Dom de Reuilly Pierre Plates,469.53000000000014,29.563606159350858
Dom de Reuilly Pnt Gris,119.88000000000001,33.333333333333336
Dom de Victoires Quincy Whte,775.0300000000001,34.668335419274094
Dom de la Damase Grenache,563.5300000000001,48.57416641527516
Dom du Grand Tinel Establet,227.94,32.877072913924714
Domino Moscato,143.76,17.863105175292148
Don Q Coco Coconut Rum,77.94,73.33846548627149
Don Q Coco Rum,119.94,40.47023511755877
Don Q Limon Rum,311.76,21.862971516551195
Don Simon Selecion Chard,464.07000000000005,41.35367509211972
Donnafugata Mille una Notte,510.92999999999995,80.29475662028067
Donum Russian River Pnt Nr,395.93999999999994,32.429155932717066
Dos Minas Torrontes,297.75,39.30478589420655
Double T Trefethen Red,311.88,31.050404001539057
Douce Provence Pear Liqueur,21.99,28.55843565256934
Douglass Hill Cab Svgn,263.56,26.24070420397632
Douglass Hill Merlot,143.76,0.08347245409013365
Dr McGillicudy's Buttersctch,398.9700000000004,86.13930871995389
Dr Tanisch Feinherb Rsl,359.76,32.421614409606406
DuCourt Brdx Blanc,305.64,7.970160973694547
Duboeuf Bjls Rd,163.98999999999995,51.19214586255257
Dubonnet Bl,131.88,31.028207461328485
Duca di Salaparuta Paso Mule,945.57,34.19736243747158
EOS Cab Svgn Paso Robles,725.34,33.41743182507515
Eagle Rare Bourbon 17 yr,79.99,28.05350668833604
Early Times Mint Julep RTD,233.82,34.64203233256351
Earthshaker La Quete Lirac C,191.88,34.64665415884928
Ecco Domani Collezion Merlot,203.76,32.86219081272084
Echeverria Ltd Edtn Cab Svgn,492.83000000000004,53.00610758273644
Eden Ice Sprklng Cider Semi,297.48999999999995,26.679888399610057
Eden Ice Windfall Orchard,359.80000000000007,35.09727626459145
Eden Rose Cider Keg,502.98,35.06302437472663
Egri Bikaver Bulls Blood Eg,723.8100000000001,28.026692087702585
El Caballo Gold Tequila,359.6,37.03003337041158
El Petit Carlania Trepat,803.57,14.387047799196104
El Toro Silver Tequila,519.3500000000003,37.27929142196981
Elderton E Series Shiraz/Cab,503.72,3.196220122290166
Elijah Craig 18 Yr,519.96,82.01400107700593
Elizabeth Rose Pnt Nr,239.88,34.61730865432716
Emmolo Svgn Blanc,937.33,94.18774604461609
Entwine Pnt Grigio,545.6100000000001,40.177049540880866
Ermita Rioja Crianza,543.6700000000001,64.70653153567422
Ermita Rioja White,508.6800000000002,83.6753951403633
Ermita Sn Felices Rose Rioja,586.6300000000002,90.10960912329749
Esperto Venezie Pnt Grigio,719.28,33.733733733733736
Esporao Reserva Red Alentejo,299.88,32.89315726290516
Est! Est!! Est!!! Bigi Grfti,105.36,31.89066059225512
Evans Nine Stones Brs Shiraz,573.5600000000002,41.06283562312576
Ezra Brooks Cinnamon Bourbon,56.97,3.2824293487800555
F Coppola Directors Cab Svgn,902.5400000000003,3.2065060828329237
F Coppola Rosso & Bianc Shir,354.68000000000006,37.43092364948687
F Coppola Sophia Rsl,255.83,6.2815150686002506
Fabrizio Dionisio Il Cast Sy,287.88,35.05627344726969
Fabrizio Dionisio Rose Syrah,807.4600000000003,45.83013400044585
Fairview Pinotage Paarl,377.73,57.469621157969975
Falesco Tellus Cab Svgn IGT,923.1600000000001,31.483166515013654
Fancy Pants Cab Svgn,215.76000000000002,32.925472747497224
Fancy Pants Red Blend,341.61999999999995,12.885662431941904
Farm Napa Vly Cab Svgn,130.47,31.961370429983905
Farmers of Wine Italian Red,693.5500000000002,34.60457068704493
Farnese Edizone Cinque Autoc,413.91,61.68249136285666
Farnum Hill X-Dry StillCider,623.4800000000002,64.56662603451595
Fattoria Del Cerro Vino Nob,404.70000000000005,73.84729429206818
Feast Moschofilero,299.75,5.241034195162628
Felino Vino Cobos Chard,677.9100000000002,76.58096207461168
Ferghettina Francia Mil Brut,799.84,65.5131026205241
Fernet Branca Borgetti Cafe,239.88000000000002,6.015507753876941
Ferrari Carano Cab Svgn Rsv,695.86,22.32920415026011
Ferrari-Carano Terre Chard,638.79,18.40510966045178
Ferreira 10-Yr Tawny Port,24.99,33.7735094037615
Fess Parker Rsl,143.88,31.02585487906589
Fetzer Eagle Peak Merlot Cal,462.59000000000015,10.912471086707477
Fetzer Quartz White Blend,936.3300000000003,6.503049138658412
Fifty Shades Of Grey Wh Silk,450.59000000000015,88.3796799751437
Finca Abril Malbec 1922,271.91,2.4677282924496997
Finca Abril Rapsodia Malbec,187.9,19.148483235763713
Finca El Origen Rsva Malbec,623.52,14.357197844495765
Finca La Linda Bonarda,167.88,31.95139385275197
Fincas de Ganuza 03 Rsva,539.9,42.452305982589365
Firefly Ridge Chard,5.79,31.088082901554404
Fish Eye Moscato,487.39000000000004,5.037033997414803
Fish Eye Pnt Nr,113.94,34.64981569246973
Fish Eye Rsl,191.76,34.39194826866917
Fish House Svgn Bl,287.76,27.27272727272727
Five Oaks Chard Cal,890.6500000000001,31.016673216190405
Five Oaks Pnt Grigio Cal,613.98,31.39841688654355
Five Oaks Pnt Nr Cal,648.09,38.86034347081424
Five Oaks Wh Moscato,678.4100000000001,32.60712548458897
Five Oaks Wh Znfdl Cal,136.44,35.356200527704495
Flag Hill Heritage Rd NH,49.96,65.5324259407526
Flint & Steel Svgn Bl Napa V,119.91999999999999,0.03335557038024687
Flip Flop Merlot,95.88,32.91614518147685
Flip Flop Moscato,729.0700000000004,36.996447529043884
Flip Flop Rsl,511.3600000000001,38.667474968710906
Flip Flop Sangria,71.88,32.38731218697829
Flipflop Spiced Rum,389.57000000000016,70.92178555843624
Flor De Cana 4 Yr Old Wh Rum,167.88,6.004288777698363
Flor De Cana Centenial 12 Yr,519.87,26.15846269259623
Flowers Sonoma Cst Chard,599.9399999999999,89.24725805913924
Flowers Sonoma Cst Pnt Nr,399.96,83.33333333333333
Flying Fish Rsl Wash,155.88,32.87143956889915
Fonseca Guimaraens Port,439.89000000000004,34.633658414603666
Fonseca Porto 11,989.89,34.63718190910101
Fontana Candida Pinot Grigi,125.86,9.574129985698393
Forbidden Secret Pumpkin Crm,39.98,20.010005002501245
Forestville Chard Cal,95.88,31.914893617021274
Foxglove Chard,524.65,10.980653769179446
Foxglove Znfdl,359.76,32.421614409606406
Foxhorn Pnt Grigio/Chard Bl,850.0,32.90470588235295
Franciscan Est Cab Svgn,902.79,25.298242116106735
Franzia Cab Svgn Cal,135.82999999999996,2.6430096444084135
Franzia Fruity Red Sangria,103.86999999999998,10.753826899008367
Franzia Refreshing White Ta,643.5600000000002,1.7341040462428046
Fratelli Urciuolo Fiano,575.2800000000001,35.04380475594494
Fratelli Urciuolo Greco di T,791.0100000000002,32.41551939924908
Frenchhouse Chard VDP D'Oc,119.88,34.63463463463463
Frey Vyds Organic Blanc,337.74000000000007,35.00917865813941
Fritz Pnt Nr RRV,647.76,33.79029270100037
Fritz Svgn Bl Dry Creek Vly,287.82,72.39941630185533
Fritz Znfdl Dry Creek Valley,215.88,34.63035019455253
G Bertrand CdRoses Blanc Lan,269.85,25.41041319251435
G Bertrand T Jeffrsn Cremant,298.77000000000004,94.12256920038826
G Ferrer Etesian Pnt Nr Rose,755.4600000000002,35.45389563974268
GH Mumm Cordon Rouge,472.49,34.63988655844568
Gabbiano Pinot Grigio Delle,959.0400000000002,26.720470470470488
Gaia Ritinitis Nobile Retsna,929.38,6.544147711377471
Galerie Latro Cab S Knights,999.8000000000001,93.33266653330666
Galliano Tiki Gift Pack,398.79,85.56633817297325
Gallo Chard Cal,225.09,10.760140388289129
Gallo Family Vyds Sweet Red,354.29000000000013,23.181574416438533
Gallo Merlot Cal,164.69999999999996,7.941712204007261
Gallo Pnt Nr Pavia,557.46,35.48595414917663
Gallo Twin Vly Cab Svgn Cal,956.6200000000003,26.14826505318381
Gallo Twin Vly Moscato,598.8000000000001,25.711422845691395
Gallo Twin Vly Pink Moscato,469.0600000000002,25.877286487869373
Gallo Twin Vly Pnt Grigio,688.0200000000002,14.260407785405697
Gallo Twin Vly Svgn Bl Cal,219.56,5.993805793404991
Gardacho Garnacha,383.76,33.771106941838646
Gaston & Ravaut Bourgn Chard,699.75,64.86888174347982
Gattinara Red,335.84000000000003,51.6198189614102
Gazela Vinho Verde,189.81,14.65149359886202
Gekkeikan Sake Cap Ace,693.6800000000002,37.10068042901628
Georgi Watermelon Vodka,99.89999999999999,76.36636636636636
Gerard Bertrand 12 Roses,254.83000000000004,6.478829023270433
Gerard Bertrand 13 Gris Blan,179.88,59.77318212141427
Gerard Bertrand Merlot Rsv,335.76,31.52251608291637
Geyser Peak Pnt Nr,71.96,86.11728738187881
Geyser Peak Tectonic Red,349.86000000000007,67.74709883953582
Gianni Gagliardo Dolcetto D',949.5000000000002,35.07951553449185
Gifft Chardonnay,279.8,94.24588992137241
Giorgio & Gianni Lambrusco,107.88,32.48053392658509
Girasole Chard,335.76,38.52751965689778
Girasole Hybrid Red,584.5600000000001,35.212809634596965
Girl & Dragon Malbec,643.5400000000002,32.45175125089351
Glen Ellen Pnt Grigio RSV,929.5400000000002,32.51555187232065
Glory Days Merlot,301.92,33.70429252782194
Gnarly Head OV Zinfandel,119.88,31.03103103103102
Goats Do Roam White,431.52,35.483870967741936
Gordon Est Cab Svgn Columbia,131.94,88.81309686221009
Gordons Vodka,215.76,24.249165739710786
Goulee Cos d'Estournel 10,558.87,69.4347522679693
Grady Family Vyds Znfdl,503.64,56.730998332142015
Graham's Six Grapes Gift Pk,379.79999999999995,58.07003686150605
Gramona Imperial Cava Gr Rsv,782.73,25.913150128396772
Gramona Lustros Gr Rsva Cava,902.7900000000001,93.65079365079364
Gran Gala Liqueur,476.19000000000057,83.57588357588361
Grand Sigognac Medoc Bordx,367.77,30.43478260869565
Grape & Vine Pnt Grigio,39.48,35.562310030395125
Gravelly Ford Chard,95.88,31.038798498122645
Grayson Cellars Merlot Paso,671.4,42.35924932975871
Green Lip Svgn Bl,143.88,31.526271893244374
Grenache/Shirz Stump Jump,131.89,26.757146106603987
Grey Goose VX,599.92,28.05707427657021
Grooner Gruner Veltliner,351.6400000000001,59.39028551928109
Gruet Bl de Bl 25th Annivrsy,588.69,66.70573646571201
Guidobono Barbera D'Alba,503.64,34.23874195854181
Guillaume Vrignaud Chablis 1,455.88,34.21953145564623
Guillermo Mndza Kosher Malbc,863.3400000000003,78.08511131188176
Gum Drop Pink Moscato,643.0800000000005,39.85507246376817
Guntrum Dry Trocken Rheinhsn,601.5700000000003,26.59208404674438
H3 Horse Heaven Hills Chard,179.88,51.10073382254837
Hacienda Haro Lopez Cri Rsva,179.88,89.62641761174116
Hahn Pnt Nr Monterey,431.64,31.94328607172644
Hamilton Russell Pnt Nr,755.73,41.12182922472312
Hancock Rsv Bourbon,849.83,16.63273831236836
HandCraft Artisan Coll Pet S,457.41000000000014,57.259351566428386
Handsome Devil Cab Svgn,373.6600000000002,27.93448589626937
Hangar One Blueberry Vodka,167.94,87.27521733952602
Hangar One Citron,27.99,28.04573061807788
Hangar One Kaffir Lime Vodk,167.94,75.49124687388354
Hangar One Mandarin Blossom,391.86,24.794569489103257
Hangtime Pnt Nr Cal,560.6700000000001,3.0945119232347253
Haras Estate Svgn Blanc,143.88,32.86071726438699
Hardys Whiskers Blake Tawny,335.76000000000005,44.31736954967835
Hartford Court Chard RRV,998.6100000000001,49.25947066422328
Harthill Farms Cab Svgn,595.0299999999999,89.95680890039156
Harthill Farms Chard,45.48,35.092348284960416
Hartley & Gibson Fino Dry S,83.94,35.09649749821301
Hartley & Gisbon Pedro Zimen,505.7400000000001,79.32534503895282
Harwood Canadian,728.46,28.539659006671602
Hatzimichalis Kapnias Red,373.83,68.41344996388733
Haut-Carles Fronsac 10,662.87,69.2337864136256
Hawk Crest Merlot,444.6900000000001,35.15482695810566
Hayes Ranch Red Blend,269.70000000000005,17.775305895439395
Hayes Valley Chard Monterey,979.02,55.97842740699883
Hayman's Old Tom Gin,529.7600000000001,32.2712171549381
Hayman's Sloe Gin,53.98,28.56613560577991
Hazlitt Vyds Red Cat Finger,65.88,32.96903460837887
Hazlitt White Cat Fngr Lakes,935.9300000000003,39.556377079482466
Head to Head Red Toscana,409.59000000000003,4.929319563465918
Heinrich Vollmer Riesling,863.2800000000004,64.55495320174221
Heitz Martha's Vyd Cab Svgn,674.97,78.49534053365336
Henri Bourgeois Svgn Blanc,14.99,35.090060040026685
Henry Fessy Bjls Vlgs Crus d,548.3900000000002,9.473185141961038
Hermanos Malbec-Tannat,167.88000000000002,32.880629020729096
Herradura Anejo LaCaretta DB,389.94,20.633943683643633
Herradura Reposado Barrel 11,551.88,24.244400956729724
Herzog Kosher Wh Znfdl,97.86000000000001,80.82975679542203
Herzog Kosher Znfdl,409.59000000000003,89.98022412656559
Hey Mambo Sultry Red,129.9,21.570438799076218
Hidalgo Gobernador Oloroso S,899.7000000000002,82.3407802600867
High Note 1100 Meter Red,226.78000000000003,29.940911896992688
Hillinger Leitheberg Blaufra,259.87,8.892907992457772
Hillinger Secco Sparkling,332.31,33.79073756432246
Hiram Walker Mango,629.4000000000002,14.094375595805566
Hiram Walker Peppermint Schn,52.74,22.52559726962458
Hob Nob Wicked Red Ltd Ed,509.4900000000001,69.23982806335748
Hobo Znfdl Dry Creek,959.52,32.86643321660831
Hogue Clrs Merlot Wash,632.3900000000001,36.77319375701703
Hogue Clrs Pnt Gris Columbia,411.64,32.309785249246914
Hogwash Rose,944.3700000000002,62.908605737158105
Homericon Mastiha,399.8,3.5617808904452106
Honeymaker Spiced Mead,792.3900000000003,79.90635924229231
Honig Cab Svgn,799.9,27.157144643080372
Honoro Vera Jumilla Rose,215.76,31.47942157953281
Honoro Vera Merlot Jumilla,543.3600000000001,11.565076560659623
Honoro Vera Organic Jumilla,908.4300000000004,55.69499025791752
House of Stuart Scotch,119.88,27.52752752752753
Howling Moon Pnt Grigio Lodi,459.5400000000002,30.85259172215697
Hpnotiq Harmonie,799.6000000000003,86.47073536768384
Huber Gruner Veltliner Trais,475.72000000000014,17.060455730261513
I Lauri Trebbiano d'Abruzzo,371.64,40.71682273167582
I'm Bananas Over You,149.70000000000002,36.99398797595192
Il Colle Prosecco Brut,203.88,31.018246027074753
Il Donato Pnt Grigio Daunia,609.39,30.172795746566226
Il Donato Vino Rosso Puglia,227.76,35.51106427818757
Il Poggio Sangiovese Rubico,167.88,35.09649749821301
Il Poggione di Montalcino,715.96,83.65970165931057
Ilauri Bajo Montplc d'Abruzo,539.7,45.91439688715954
Immersion Red,94.95,33.75460768825698
Imperial Blended Whiskey,224.82,26.98158526821457
Inman Family Pnt Nr RRV Sono,335.88,31.975705609146125
Insomnia Pnt Grigio,233.74000000000004,10.66997518610424
Irishman Cream Liqueur,129.89999999999998,68.00615858352577
Iron Horse Wedding Cuvee,350.91,16.76498247413868
Ironside Cab Svgn,608.5700000000002,26.568841710896056
Irony Chard Napa,594.3,43.20040383644623
Islay Mist 8 Yr Old Scotch,213.86999999999998,83.74246037312385
J & B Scotch,149.94,25.370148059223684
J Lohr Cypress Merlot,638.2900000000002,30.965548575099117
J Lohr S Ridge Ps Rbls Syrah,307.78,28.728312430957164
J Lohr Tower Road Petite Sir,834.5900000000001,34.6793036101559
J Lohr Valdiguie Monterey,782.13,26.47769552376204
J W Dant Bourbon,482.79,36.02187286397813
JJ Prum Bernkasteler Bads 11,458.83000000000004,69.24351066843928
JM Gobillard Tradition Brut,199.95000000000002,76.66416604151038
JP Chenet Merlot/Cab,287.76,2.543786488740615
Jaboulet Crozes Herm 10 Thal,335.93,90.7242580299467
Jack Daniels 2 Yr Rested Rye,499.90000000000003,92.4244848969794
Jacobs Creek Two Lands Pnt G,819.78,22.476762058113152
Jacobs Crk Chard Rsv,455.05000000000007,35.49060542797497
Jacobs Crk Moscato,944.6500000000003,17.07404858942469
Jacobs Crk Moscato Rose,89.94,83.9226150767178
Jacobs Crk Shirz Rsv,550.5000000000001,26.97547683923707
Jacobs Crk Sweet Red,41.94,42.06008583690986
Jacopo Blondi Santi 10 Sasso,524.85,81.86148423359056
Jacques Bonet Brandy,351.56000000000006,32.88485607008763
Jadot 12 Steel Chard,832.51,8.98848061885143
Jadot Beaune Bressandes 12,179.96,50.65570126694821
Jadot Fixin 12,209.94,78.35572068209964
Jadot Marsannay Clos Roy 12,349.90000000000003,93.42097742212061
Jadot Moulin-a-Vent Jacques,295.84000000000003,5.246078961600878
Jadot Pernand Croix Blanc 12,104.97,77.47927979422691
Jadot Saint Aubin 13,797.7900000000001,93.43185550082103
Jadot Santenay Clos Rous 12,139.96,83.22377822234924
Jadot Savigny Les Beaune 12,489.86000000000007,76.18707385783694
Jadot Savigny Narbantons 12,104.97,35.49585595884539
Jamieson R Double Lariat Cab,647.88,34.63604371179848
Jargon Pinot Nr CA,458.7,29.62720732504905
Jean Luc Colombo Ruchets 07,159.98,65.51443930491311
Jeremiah Weed Bourbon,554.6300000000001,20.013342228152116
Jeremiah Weed Sarsaparilla,179.88,44.429619746497664
Jesse James Spiced Bourbon,383.76,21.88868042526579
Jimenez Landi Bajondillo Men,371.76,31.052291801162042
Joel Gott Rsl Columbia Vly,207.84,51.61662817551963
John Taylor Velvet Falernum,159.9,34.31519699812383
Jonathan Edwards Znfdl Lodi,176.94,32.89250593421499
Jose Cuervo Tropina,350.82,28.578758337609028
Josef Weinberg Radiance Mosl,359.64000000000004,31.531531531531538
Joseph Mellot Reuilly Svgn B,15.99,31.0193871169481
Juan Gil Dry Wh Muscat Jumil,687.3700000000003,62.46562986455623
Jubileo Meritage,119.88,32.43243243243243
Julius Treis Trocken Rsl,137.94,35.0587211831231
K Vintners Cab Svgn Stonerid,563.88,32.432432432432435
KJ Est Cab Hawkeye Mtn,299.94,32.42648529705941
KJ Est Chard Santa Maria Vly,167.94,33.762057877813504
KJ Jackson Est Pnt Nr Anders,101.94,33.78457916421424
Kaikouzu Potato Shochu,699.8000000000001,9.082595027150623
Kangarilla McLaren Vl Shiraz,131.94,31.969076853115048
Ke Ke Beach,988.1400000000003,21.552614002064516
Ken Forrester Petit Pinotage,461.67000000000013,13.46199666428404
Kendall Jackson Pnt Nr Spl S,671.52,34.238741958541816
Kendall Jackson Sp Sl Merlot,671.52,32.88062902072909
Kennedy's Original Irish,527.6700000000001,89.17884283737942
Kenwood Yulupa Merlot Cal,988.9,32.72525027808676
Keo St John Commandaria Cyp,719.73,50.96911341753157
Kesselstatt Piesp G Kab Rsl,314.79,35.09006004002669
Kesselstatt Piesporter Gold,929.69,97.80572018629866
Kesselstatt Schwartzhof GG,263.88,33.78808549340609
Kibo Junmai Sake,197.67000000000002,5.752010927303083
King Rabbit Malbec Pay D'Oc,143.82,77.76387150604921
King Robert II Scotch Whisky,246.86999999999998,77.86689350670393
Kir-Yianni Akakies Yianakoho,395.78,33.79655364091162
Kirkland Signature Cab Svgn,311.76000000000005,39.26096997690532
Kirkland Signature Chard,171.38,25.778970708367368
Kirkland Signature Chard 12,319.8,20.0
Kirkland Signature Supr Brdx,7.99,32.91614518147684
Kistler Hyde Chard,875.88,34.210165776133714
Kracher Beerenauslese Cuvee,119.88,31.931931931931935
Kronan Swedish Punsch,179.94,51.69500944759364
Krug Rose Champagne,467.98,0.6624214710030392
Kunde Cab Svgn Sonoma Cnty,540.6300000000001,22.507075079074422
Kunde Chard Sonoma Cnty,870.3300000000004,21.046040007813154
L.A. Cetto Cab Svgn,431.64,34.195162635529606
LAN Rioja Reserva,809.52,2.905425437296173
LAN Rsva Rioja,188.92000000000002,5.616133813254294
La Atalaya Almansa Red,970.4000000000001,73.45424567188789
La Basttistina Gavi,123.91999999999999,9.651387992253062
La Crema Pnt Nr Sonoma Coast,701.4600000000003,26.86682063125484
La Crema Russian Rive Pnt Nr,395.88,31.97938769324038
La Demoiselle Sociando Haut,424.8300000000001,67.98719487795118
La Fee NV Absinthe,559.7200000000001,44.847423711855946
La Joya Svgn Blanc,83.92999999999999,3.4910044084355927
La Monacesca Verd di Mattell,779.61,44.54663229050423
La Mura Rosso,838.8,24.620886981401988
La Noble Chard Unoaked,629.5500000000002,2.0887935827178463
La Petite Maison Ventoux Bl,160.76999999999998,88.55507868383404
La Pettegola Vermentino,269.85,19.488604780433587
La Puerta Alta Malbec Bonrda,191.88,32.89555972482802
La Scolca Black Label Gavi,431.88,31.03639899972215
La Terre Chard Cal,461.1600000000002,26.045190389452717
La Terre Merlot,184.23,10.191759068920526
La Vieille Ferme Red B/B,499.80000000000007,18.367346938775523
La Volpe Prosecco,415.74,8.904603838937806
Laboure-Roi Pouilly Fuisse,639.36,66.66666666666666
Lafite Rsv Speciale Bl Brdx,485.72000000000014,70.40270114469243
Lake Sonoma Cab Svgn AV,527.7800000000001,0.32778809352382016
Lamberti Prosecco Extra Dry,558.4000000000002,29.899713467048738
Lange Pnt Gris Willamette,940.44,37.45055505933393
Las Pizarras Garnacha,419.4,31.902718168812584
Latour L'Ardeche Chard,558.57,12.992104839142819
Lauders,969.209999999999,26.6928735774496
Laurent Reverdy Sancerre,323.76,35.50778354336545
Le Capitaine Vouvray Loire,191.88000000000002,33.77110694183866
Le Grande Courtage Rose,988.1000000000004,52.39955470094122
Le Petit Cheval St Emilion,719.85,33.331944155032296
Le Volte Red Toscana,666.77,33.77026560883063
Leblon Cedilla Acai Liqueur,89.97,73.3355562965433
Lee Family Farm Rio Tinto S,730.5699999999999,29.89583475916064
Leese Fitch Svgn Bl,533.5400000000001,15.320313378565817
Leese-Fitch Chard,843.28,24.011004648515325
Leese-Fitch Merlot,179.84,4.7153024911031975
Legaris Crianza Ribera del,94.74000000000001,32.425585813806215
Legend of the Vine Cab Svgn,783.38,33.77926421404682
Lepanto Solera Gran Reserva,783.84,87.82532149418249
Leroux Apple Schnapps,29.96,23.097463284379177
Leroux Cherry Brandy,95.88000000000001,21.902377972465594
Leroux Polish Blackberry Bdy,422.53000000000014,1.3040494166095091
Les Dauphins Cotes du Rhone,486.1500000000001,57.79080530700402
Les Fiefs de Lagrange 11 Jul,494.85,54.026472668485404
Les Hauts de Lagarde Blanc,688.4700000000003,7.598007175330829
Les Lauzeraies Tavel,637.4200000000003,24.10341689937565
Les Pasquets Entre Deux Mers,789.2100000000003,83.86994589526236
LiDestri Spicy Bloody Mary,71.92,2.558398220244721
LiDestri White Sangria,197.78000000000006,9.748205076347482
Liberty Creek Cab Svgn Tetra,432.71,33.77550784590141
Liberty Creek Merlot Tetra P,85.24000000000001,12.998592210229953
Liberty Creek Pink Moscato,215.73000000000005,27.94697075047515
Liberty Creek Prem RSV Merlo,407.4900000000001,25.023926967532972
Liberty Creek Vyd Pnt Noir,231.70999999999998,2.1190280954641443
Liberty Crk Pnt Grigio,35.88,32.107023411371244
Liberty Crk Vyd Pnt Grigio,990.7300000000002,32.0420296145267
Liberty School Cuvee Red CC,118.83,54.15299166877051
Lila Rose 4 Pk Cans,65.94,33.75796178343949
Lincourt Courtney's Chard,461.5800000000001,76.34212920837126
Line 39 Merlot,211.79000000000005,8.10708720902783
Liquore Strega,353.88000000000005,25.364530349270947
Little Black Dress Pnt Grigi,163.83999999999997,21.484374999999996
Little Yering Pnt Nr Yarra V,719.52,32.421614409606406
Live-A-Little Wicked White,791.28,31.938125568698805
Livingston Cab Svgn Cal,157.85999999999999,70.86025592296971
Livingston Chianti Cal,153.79999999999998,10.858257477243148
Livingston Clrs Pnt Grigio,255.67999999999998,27.4874843554443
Livingston Clrs Red Rose,497.37000000000006,31.09355208396165
Livingston Clrs Rhine Calif,350.4600000000001,87.64480967870799
Livingston Rhine Calif,465.41,34.341763176554004
Livingston Sangria Natural,569.2800000000002,31.418634064080948
Livingston Wh Znfdl Cal,341.5700000000001,27.227215504874575
Livio Felluga Pinot Grigio,847.6400000000001,56.877919871643634
Llord's Peach,227.62,29.452596432650907
Lock & Key Meritage,779.4000000000003,31.48575827559664
Lokoya Diamond Mtn Cab Svgn,974.97,33.77334687221145
Lombardo Marsala Ambra Dry,97.13000000000001,25.37835890044271
Long Lake Cab Svgn Cal,209.64999999999998,5.442404006677782
Looking Glass Cab Svgn,39.48,31.00303951367781
Looking Glass Wh Znfdl,39.48,31.00303951367781
Lost Angel Moscato,779.2200000000001,18.80341880341881
Louis Jadot Chmble-Musgny 11,99.98,65.5131026205241
Louis Jadot Nuits St Geo 11,899.88,34.64461928257101
Louis Latour 13 Pnt Nr Bourg,167.88,33.30950679056469
Louis de Grenelle Rose,734.5100000000001,21.00856353215069
Loukatos Mastic Liqueur,485.73000000000013,50.972762645914415
Loukatos Tsipouro Brandy,139.93,36.49681983849068
Love Oregon Pnt Nr,659.6100000000001,11.863070602325648
Love Oregon Rsl,978.3400000000003,52.04121266635322
Lucano Limencello,945.1400000000004,69.68068222697167
Lucanto Montepulciano d'Abru,577.6600000000001,51.63937264134613
Lucienne Doctor's Vyd Pnt Nr,767.8399999999999,34.35481350281309
Lucky Duck Cab Svgn,90.96,31.134564643799468
Lucky Duck Moscato,227.39999999999995,22.568161829375526
Lucky Duck Riesling,125.07000000000004,27.176781002638545
Lugny Macon Vllgs Vielle Rsv,191.88,32.89555972482802
Luiano Rosato,385.00000000000006,53.40963156877558
Luigi Bosca Malbec SV DOC,418.8300000000001,14.27548169901871
Lustau Pedro Ximenez San Emi,107.96,33.34568358651352
Luxardo Amaretto di Saschira,349.86,44.13765506202481
Luxardo Sambuca Dei Cesari,299.88,22.488995598239296
Luxury Edition Pnt Nr Rose S,623.5200000000002,34.64203233256353
Luxury Edition Prosecco,740.4300000000002,33.33333333333336
Lyrarakis Assyrtiko,431.72999999999996,9.27663122785073
Lyrarakis Okto White,959.4,34.208880550343956
M & R Bianco Vermouth,964.2100000000006,21.855197519212666
M Chiarlo Barolo Cerequio,879.89,64.58193637841094
MU Creamy Vanilla Latte,142.89000000000001,24.753306739449936
Ma Terr Aglianico Vulture,167.88,31.95139385275197
Mad Dogs & Englishmen Jumil,279.80000000000007,97.6661901358113
Maggio Cab Svgn,333.66,13.253012048192778
Maggio Chardonnay,131.88,33.75796178343949
Malibu Cosmo Light RTD,610.5900000000001,66.5372836109337
Malibu Island Spiced Rum,587.0300000000002,65.82116757235576
Manero Rosso di Toscana IGT,167.88,32.88062902072909
Manifesto! Cab Svgn,675.48,22.934801918635632
Manifesto! Svgn Bl,131.88,32.84804367606915
Manischewitz Cream Peach,119.76,33.26653306613226
